id,marital,sex,head,earnmost,workstatus,occ,owner,ind,size,employed,regular,union,paymethod,monthlypaid,dailypaid,hourlypaid,yearlypaid,bonus,workdaypermonth,workhourperweek,overworkperweek,year,age
20035,2,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,65
20036,1,1,1,1,5,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,76
20051,1,1,1,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,72
20052,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,74
20053,2,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,75
20054,1,1,1,0,1,10,2,6,2,5,7,1,9,88888,888888,888888,88888,200,4,24,0,2013,71
20055,1,1,1,1,1,5,3,14,5,5,2,1,9,88888,888888,888888,88888,130,20,40,0,2013,63
20060,2,2,1,1,9,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,66
20061,1,2,0,0,3,10,2,14,3,5,5,1,4,88888,888888,1050,88888,1,12,24,0,2013,51
20070,2,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,77
20071,1,1,1,1,1,3,2,6,4,5,2,3,1,444,888888,888888,88888,210,21,55,15,2013,44
20076,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,40
20077,1,1,0,0,1,3,1,6,1,1,8,5,1,200,888888,888888,88888,50,20,6,0,2013,54
20082,1,1,1,1,1,8,1,4,2,5,1,1,1,350,888888,888888,88888,80,25,60,12,2013,33
20083,1,1,1,1,1,8,2,5,4,5,5,9,4,88888,888888,910,88888,0,20,55,15,2013,55
20086,2,1,1,0,1,4,2,16,3,6,8,1,4,88888,888888,800,88888,0,20,60,1,2013,60
20090,1,2,0,0,3,4,3,16,4,6,8,1,4,88888,888888,800,88888,0,15,16,999,2013,68
20092,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,50
20093,1,2,0,0,1,4,2,15,3,5,5,1,4,88888,888888,800,88888,0,12,13,0,2013,38
20094,1,2,0,0,1,6,2,5,3,5,5,1,4,88888,888888,950,88888,0,20,40,0,2013,51
20095,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,68
20096,1,1,1,1,1,4,2,4,4,5,1,4,1,280,888888,888888,88888,18,20,48,10,2013,35
20097,1,1,1,1,1,6,2,6,5,5,2,1,1,600,888888,888888,88888,200,22,37,0,2013,50
20098,1,1,1,1,1,10,4,17,6,5,1,3,1,435,888888,888888,88888,148,22,43,3,2013,37
20099,1,1,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,72
20100,1,2,0,0,3,6,2,6,4,5,5,5,4,88888,888888,900,88888,6,10,18,0,2013,53
20101,1,1,1,1,1,10,2,5,4,5,1,3,1,375,888888,888888,88888,150,22,60,999,2013,42
20102,1,2,0,0,1,4,2,7,4,5,5,2,4,88888,888888,1150,88888,0,20,20,999,2013,64
20104,2,2,0,0,1,4,2,16,3,6,8,9,3,88888,13000,888888,88888,0,15,30,0,2013,38
20106,1,2,0,0,3,6,2,16,4,5,4,1,1,210,888888,888888,88888,0,22,37,0,2013,41
20108,1,1,1,1,1,7,2,10,5,5,1,3,1,450,888888,888888,88888,100,22,60,20,2013,49
20109,1,2,0,0,3,6,1,5,2,3,8,5,1,85,888888,888888,88888,0,25,40,999,2013,70
20110,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,63
20111,1,2,0,0,3,4,2,16,4,5,5,1,1,58,888888,888888,88888,0,99,999,999,2013,55
20112,2,1,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,41
20115,1,2,0,0,1,4,9,7,9,5,2,1,1,221,888888,888888,88888,25,20,40,999,2013,56
20117,1,1,1,1,1,8,2,10,5,5,4,2,1,200,888888,888888,88888,0,25,40,0,2013,45
20118,2,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,73
20119,1,2,0,0,3,6,2,8,5,5,4,3,4,88888,888888,1271,88888,4,20,32,2,2013,54
20120,1,2,0,0,3,3,2,6,4,5,5,9,4,88888,888888,730,88888,6,22,18,0,2013,38
20124,1,2,0,0,1,4,1,7,2,3,8,5,1,85,888888,888888,88888,0,99,999,999,2013,68
20127,1,2,0,0,1,10,4,17,6,5,5,2,4,88888,888888,900,88888,0,20,29,999,2013,52
20129,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,69
20131,1,1,1,1,1,10,1,15,2,5,2,9,1,350,888888,888888,88888,0,20,50,10,2013,55
20135,2,1,1,1,1,9,2,11,5,5,1,3,1,300,888888,888888,88888,50,20,55,15,2013,36
20136,1,2,0,0,3,6,1,14,2,5,5,1,1,120,888888,888888,88888,6,22,32,999,2013,48
20137,1,2,0,0,3,4,9,7,5,5,5,1,4,88888,888888,800,88888,0,14,24,2,2013,37
20141,1,2,0,0,3,10,1,14,2,5,5,1,4,88888,888888,1000,88888,6,21,23,0,2013,53
20142,1,1,1,1,4,6,4,17,9,6,8,5,5,88888,888888,888888,99999,0,99,999,999,2013,77
20143,1,2,0,0,1,3,1,6,2,3,8,1,1,70,888888,888888,88888,0,28,44,0,2013,54
20148,1,2,0,1,1,6,4,17,6,5,2,2,1,99999,888888,888888,88888,153,20,60,20,2013,55
20149,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,64
20150,2,2,1,1,1,4,1,16,1,1,8,5,1,400,888888,888888,88888,0,21,60,999,2013,61
20151,1,1,1,1,1,10,1,16,1,1,8,5,1,341,888888,888888,88888,0,15,30,999,2013,57
20152,2,1,1,1,1,3,2,16,3,5,1,1,1,750,888888,888888,88888,0,23,10,999,2013,47
20153,1,2,0,0,3,10,2,5,5,5,5,2,4,88888,888888,800,88888,0,20,30,5,2013,40
20154,1,2,0,0,3,6,2,6,1,5,5,1,4,88888,888888,960,88888,20,19,13,0,2013,62
20156,1,1,1,1,1,3,1,6,1,1,8,5,9,88888,888888,888888,88888,99999,99,999,999,2013,62
20160,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,61
20163,1,1,1,0,3,3,2,6,4,9,8,9,1,70,888888,888888,88888,0,15,24,0,2013,64
20165,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,63
20167,1,1,1,1,3,4,3,16,2,6,8,5,4,88888,888888,800,88888,0,18,20,0,2013,76
20168,1,1,1,1,1,10,1,16,1,1,8,5,1,500,888888,888888,88888,40,21,40,0,2013,39
20173,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,69
20178,1,2,0,0,1,8,2,5,2,5,5,1,1,10,888888,888888,88888,0,16,20,999,2013,29
20180,1,2,0,0,3,4,1,9,1,3,8,1,1,80,888888,888888,88888,0,30,7,0,2013,71
20181,1,2,0,0,1,4,2,6,4,5,5,2,4,88888,888888,1100,88888,3,22,30,0,2013,60
20183,2,1,1,1,1,8,1,4,2,5,1,1,1,260,888888,888888,88888,0,25,60,6,2013,65
20186,1,1,1,1,5,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,61
20188,1,1,1,0,1,8,1,5,1,1,8,5,1,254,888888,888888,88888,0,20,15,0,2013,78
20189,1,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,60
20191,1,2,0,0,1,3,2,6,4,5,5,3,4,88888,888888,890,88888,0,17,25,1,2013,39
20192,2,1,1,1,1,6,2,6,4,5,2,1,1,400,888888,888888,88888,70,20,40,0,2013,48
20193,2,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,69
20194,1,2,1,1,1,6,2,16,2,5,4,2,4,88888,888888,1700,88888,0,20,42,2,2013,33
20195,1,2,0,0,1,6,2,8,5,5,4,2,4,88888,888888,1160,88888,16,20,42,2,2013,55
20199,2,2,1,1,1,3,2,6,5,5,4,3,4,88888,888888,1400,88888,0,22,45,5,2013,33
20201,1,1,1,1,1,3,2,6,3,5,2,9,1,300,888888,888888,88888,0,99,999,999,2013,41
20202,2,2,0,0,1,12,2,12,4,5,6,2,4,88888,888888,1250,88888,0,22,40,0,2013,38
20203,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,40
20204,1,1,1,1,1,3,1,6,1,1,8,5,1,80,888888,888888,88888,0,25,54,999,2013,70
20205,1,1,1,0,1,4,1,16,1,1,8,5,9,88888,888888,888888,88888,99999,25,50,999,2013,43
20207,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,32
20208,1,2,0,0,1,4,1,16,1,3,8,1,1,200,888888,888888,88888,0,25,48,999,2013,56
20209,2,1,0,0,1,3,1,6,1,3,8,3,1,450,888888,888888,88888,70,24,78,999,2013,30
20212,1,1,1,1,1,6,2,5,3,5,2,1,1,339,888888,888888,88888,72,22,50,999,2013,51
20214,1,2,0,0,3,3,2,6,4,5,3,1,4,88888,888888,850,88888,0,18,999,999,2013,43
20215,1,2,0,0,1,6,2,6,5,5,4,3,1,220,888888,888888,88888,40,22,48,6,2013,43
20217,1,1,1,1,1,6,2,8,5,5,2,3,1,700,888888,888888,88888,200,22,50,10,2013,36
20218,1,1,1,1,1,8,2,4,2,5,7,1,1,99999,888888,888888,88888,0,20,55,13,2013,63
20219,1,2,0,0,1,6,2,4,2,5,2,1,1,230,888888,888888,88888,0,20,30,999,2013,48
20220,1,1,1,1,1,8,1,4,1,1,8,9,9,88888,888888,888888,88888,99999,20,30,999,2013,72
20221,1,2,0,0,1,10,4,15,3,5,4,1,4,88888,888888,2610,88888,99999,23,30,999,2013,47
20224,1,1,1,0,1,4,1,7,1,1,8,5,1,150,888888,888888,88888,0,25,66,999,2013,71
20226,2,1,1,1,1,6,2,10,5,5,4,9,4,88888,888888,1100,88888,7,12,30,0,2013,47
20227,1,2,0,0,3,4,2,16,3,5,5,1,4,88888,888888,1100,88888,0,20,20,0,2013,48
20228,2,2,1,1,5,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,58
20230,1,2,0,0,1,4,2,14,2,5,5,1,4,88888,888888,1100,88888,0,20,35,0,2013,43
20240,1,1,1,1,1,6,2,16,1,5,2,5,1,70,888888,888888,88888,0,18,20,999,2013,76
20242,2,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,78
20250,1,2,0,0,1,10,3,14,3,5,5,2,4,88888,888888,1600,88888,0,22,40,999,2013,47
20252,1,1,1,1,1,4,1,7,1,1,8,5,5,88888,888888,888888,421,0,17,32,0,2013,78
20253,2,2,1,1,1,10,2,5,5,5,6,1,4,88888,888888,2000,88888,0,20,39,0,2013,46
20254,2,2,0,0,1,10,3,15,3,5,1,1,1,250,888888,888888,88888,45,24,55,5,2013,30
20256,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,70
20258,1,2,0,0,1,10,3,15,3,5,4,3,1,200,888888,888888,88888,60,24,25,0,2013,44
20261,1,1,1,1,1,6,2,5,5,5,2,1,1,400,888888,888888,88888,120,20,40,0,2013,35
20263,1,1,1,1,1,10,4,15,6,5,2,2,1,550,888888,888888,88888,240,25,70,20,2013,46
20268,1,2,1,1,3,4,1,7,1,5,5,1,4,88888,888888,1000,88888,0,26,4,999,2013,53
20269,1,1,1,1,1,6,4,17,6,5,7,3,1,130,888888,888888,88888,24,12,24,999,2013,63
20272,1,2,0,0,1,4,1,7,2,5,5,1,4,88888,888888,900,88888,0,22,40,0,2013,34
20273,1,1,1,0,1,8,1,4,1,1,8,9,1,260,888888,888888,88888,0,25,36,999,2013,43
20274,2,2,1,1,1,4,2,16,2,5,5,1,1,115,888888,888888,88888,0,24,36,999,2013,62
20275,1,1,1,1,1,10,3,14,3,5,2,1,1,260,888888,888888,88888,36,22,45,5,2013,47
20278,1,1,1,1,1,3,2,6,5,5,2,3,5,88888,888888,888888,780,173,26,60,0,2013,42
20280,1,2,0,0,3,4,1,7,2,5,5,1,9,88888,888888,888888,88888,99999,12,15,0,2013,43
20283,1,1,1,1,1,5,2,8,5,5,2,3,1,800,888888,888888,88888,440,20,42,999,2013,52
20285,1,2,0,0,5,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,46
20286,2,2,0,0,1,6,2,8,5,5,7,2,1,320,888888,888888,88888,0,20,40,3,2013,47
20287,1,1,1,1,1,8,1,4,2,5,1,1,1,460,888888,888888,88888,90,25,48,0,2013,47
20288,1,1,1,1,3,4,2,16,4,5,5,9,1,80,888888,888888,88888,0,25,22,0,2013,62
20291,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,61
20293,1,1,1,1,1,11,2,16,5,5,1,3,1,423,888888,888888,88888,44,23,60,10,2013,60
20297,1,2,0,0,1,8,2,6,5,5,9,2,1,50,888888,888888,88888,0,16,16,4,2013,38
20299,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,73
20300,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,72
20303,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,75
20308,1,1,1,1,1,6,1,16,2,2,8,5,1,478,888888,888888,88888,200,20,40,999,2013,67
20309,1,2,0,0,3,6,1,9,1,3,8,5,9,88888,888888,888888,88888,0,99,999,999,2013,78
20313,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,30
20315,1,1,1,1,1,4,2,6,5,5,3,1,1,300,888888,888888,88888,0,20,40,0,2013,63
20318,1,2,0,0,1,10,3,14,4,5,2,1,1,450,888888,888888,88888,0,20,43,3,2013,51
20322,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,52
20324,1,2,0,0,3,6,2,6,2,5,5,9,4,88888,888888,1050,88888,0,12,18,999,2013,61
20325,1,2,0,0,1,6,2,4,5,5,1,3,1,320,888888,888888,88888,32,20,45,4,2013,38
20327,2,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,55
20328,1,2,0,0,1,4,2,16,1,5,1,1,1,170,888888,888888,88888,0,25,48,0,2013,31
20330,2,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,69
20331,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,74
20333,2,1,1,1,1,4,1,16,1,1,8,5,1,370,888888,888888,88888,0,24,60,0,2013,48
20334,1,2,0,0,1,6,2,6,5,5,4,3,1,200,888888,888888,88888,40,22,40,0,2013,45
20335,2,1,1,1,1,4,2,7,4,5,2,1,5,88888,888888,888888,414,0,25,56,0,2013,36
20338,1,1,0,0,1,10,4,15,6,5,1,2,1,330,888888,888888,88888,104,22,50,12,2013,40
20339,2,2,1,0,1,6,2,12,5,5,4,1,1,178,888888,888888,88888,0,16,30,2,2013,36
20340,1,2,1,1,1,6,2,12,4,5,4,1,4,88888,888888,1350,88888,0,20,30,0,2013,60
20341,1,1,1,1,1,5,3,15,5,5,1,2,1,755,888888,888888,88888,315,24,45,999,2013,62
20349,2,2,1,1,1,10,2,14,5,5,1,9,1,280,888888,888888,88888,80,6,48,3,2013,49
20350,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,78
20351,2,2,0,1,1,3,2,6,2,5,2,1,1,220,888888,888888,88888,46,23,40,999,2013,37
20355,1,1,1,1,1,5,2,8,5,5,2,2,1,905,888888,888888,88888,500,22,50,999,2013,48
20356,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,68
20358,2,2,1,1,1,6,1,9,1,5,5,1,4,88888,888888,1100,88888,0,20,20,0,2013,45
20360,1,2,0,0,1,8,2,10,4,5,5,2,4,88888,888888,910,88888,0,17,36,4,2013,44
20362,1,1,1,1,3,4,1,7,1,1,8,5,9,88888,888888,888888,88888,99999,25,35,0,2013,74
20366,1,1,1,1,1,4,2,16,5,5,4,2,4,88888,888888,1000,88888,0,20,10,0,2013,67
20368,1,1,1,0,1,9,2,12,2,5,1,1,9,88888,888888,888888,88888,130,25,65,999,2013,36
20372,2,2,1,1,3,3,2,6,4,5,5,1,4,88888,888888,1020,88888,0,20,25,0,2013,51
20373,1,2,0,0,1,10,2,14,3,5,5,1,1,181,888888,888888,88888,18,21,40,999,2013,54
20374,2,2,1,1,3,6,2,5,3,5,5,1,1,70,888888,888888,88888,0,8,10,0,2013,68
20375,2,2,1,1,3,3,2,9,5,4,8,5,1,10,888888,888888,88888,0,10,999,999,2013,75
20376,2,2,1,0,1,6,2,8,3,5,6,1,4,88888,888888,1400,88888,0,20,39,0,2013,45
20378,2,1,1,1,1,8,2,5,3,5,1,1,1,258,888888,888888,88888,0,21,45,5,2013,34
20379,2,1,1,1,1,9,2,8,5,5,4,1,1,365,888888,888888,88888,0,22,55,17,2013,52
20380,2,2,1,1,1,4,3,14,3,5,5,1,1,159,888888,888888,88888,6,99,999,999,2013,45
20381,2,1,1,1,1,9,1,12,1,1,8,5,9,88888,888888,888888,88888,0,20,30,999,2013,43
20383,2,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,63
20391,1,1,1,1,1,5,2,16,2,5,2,1,5,88888,888888,888888,740,0,20,9,999,2013,50
20393,2,1,0,0,1,3,2,8,4,5,1,1,1,600,888888,888888,88888,0,20,50,10,2013,34
20399,2,2,0,0,1,4,3,16,4,5,4,1,1,170,888888,888888,88888,18,25,8,0,2013,31
20403,1,1,1,1,1,3,2,8,5,5,2,2,1,678,888888,888888,88888,200,22,50,10,2013,52
20406,2,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,76
20407,1,1,1,1,1,5,2,11,5,5,2,2,1,680,888888,888888,88888,320,20,50,999,2013,47
20408,2,1,1,1,1,8,2,4,3,5,1,1,1,209,888888,888888,88888,40,22,45,5,2013,62
20414,1,2,1,1,4,10,3,15,5,5,1,2,1,300,888888,888888,88888,30,23,48,8,2013,36
20420,1,1,1,1,1,7,1,10,2,5,5,5,1,300,888888,888888,88888,0,20,50,999,2013,63
20421,1,1,1,1,1,7,2,10,3,5,1,1,3,88888,11200,888888,88888,0,24,72,0,2013,61
20422,1,2,0,0,3,4,3,14,9,9,8,9,4,88888,888888,1100,88888,0,4,6,0,2013,60
20423,1,1,1,1,1,5,2,16,1,5,2,1,1,500,888888,888888,88888,100,22,45,5,2013,45
20427,1,2,0,0,3,8,2,10,4,5,5,9,4,88888,888888,900,88888,0,15,20,0,2013,63
20428,1,2,0,0,3,4,2,14,2,5,5,1,4,88888,888888,1300,88888,0,25,14,999,2013,45
20429,1,2,0,0,3,4,2,8,5,5,5,1,4,88888,888888,900,88888,0,20,20,0,2013,66
20430,1,1,1,1,1,6,2,10,5,5,1,5,1,585,888888,888888,88888,180,22,50,10,2013,56
20433,2,1,1,1,1,6,2,6,5,5,2,1,1,450,888888,888888,88888,165,21,38,0,2013,47
20435,2,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,54
20436,2,2,1,1,1,10,3,14,4,5,1,3,1,300,888888,888888,88888,104,22,35,0,2013,29
20443,1,1,1,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,75
20446,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,41
20447,2,2,1,1,1,11,2,16,4,6,8,1,2,180,888888,888888,88888,0,30,6,999,2013,49
20448,2,2,1,1,1,3,1,6,1,5,5,1,4,88888,888888,850,88888,0,25,60,999,2013,69
20451,1,1,1,1,1,3,1,6,1,1,8,5,9,88888,888888,888888,88888,0,22,10,999,2013,74
20452,1,1,1,1,5,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,54
20453,1,1,1,1,1,7,2,10,4,5,1,3,1,300,888888,888888,88888,0,20,50,15,2013,39
20454,1,2,0,0,3,8,2,6,2,5,5,2,4,88888,888888,900,88888,0,20,40,0,2013,38
20457,1,2,0,0,1,10,1,14,1,6,8,1,1,230,888888,888888,88888,47,23,45,3,2013,54
20459,2,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,73
20460,2,2,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,77
20461,1,1,1,1,1,10,3,15,2,5,1,1,1,250,888888,888888,88888,20,22,44,2,2013,36
20463,1,1,1,1,1,8,1,16,1,5,1,1,1,270,888888,888888,88888,0,25,8,0,2013,47
20464,1,1,1,1,1,8,1,4,1,1,8,5,3,88888,20000,888888,88888,0,20,36,0,2013,56
20465,1,1,1,1,1,10,1,16,1,1,8,5,9,88888,888888,888888,88888,0,25,45,999,2013,59
20466,1,1,1,1,1,8,1,4,2,5,1,1,1,180,888888,888888,88888,18,22,44,1,2013,50
20468,1,2,0,0,1,6,2,8,5,5,4,1,1,280,888888,888888,88888,19,20,40,4,2013,48
20469,1,1,1,1,1,4,2,16,3,5,1,1,1,200,888888,888888,88888,0,21,40,999,2013,48
20470,1,2,0,0,3,12,1,12,9,2,8,5,9,88888,888888,888888,88888,99999,99,999,999,2013,50
20472,1,1,1,1,1,8,2,4,4,5,2,3,1,370,888888,888888,88888,200,20,56,16,2013,60
20473,2,2,1,0,1,6,2,5,5,5,6,1,4,88888,888888,980,88888,0,22,35,0,2013,56
20474,1,1,1,1,1,5,2,14,4,5,2,3,1,530,888888,888888,88888,190,21,60,20,2013,48
20476,1,1,1,1,1,8,1,4,2,5,1,1,3,88888,13000,888888,88888,0,25,50,2,2013,56
20477,1,2,0,0,3,3,1,6,2,5,5,1,4,88888,888888,940,88888,0,99,999,999,2013,40
20478,1,2,0,0,3,3,2,6,5,5,5,3,4,88888,888888,900,88888,0,16,17,0,2013,44
20479,1,1,1,1,1,10,3,14,4,5,1,1,5,88888,888888,888888,1600,0,27,39,1,2013,47
20483,2,2,1,0,1,8,2,5,4,5,4,1,1,200,888888,888888,88888,0,21,42,3,2013,52
20487,1,2,0,0,4,10,2,15,5,5,5,5,9,88888,888888,888888,88888,0,17,12,0,2013,58
20491,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,40
20493,1,1,1,1,1,9,2,11,2,5,1,1,1,300,888888,888888,88888,120,22,50,20,2013,32
20494,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,78
20495,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,50
20496,1,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,69
20497,2,1,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,57
20498,1,1,1,1,1,10,3,14,1,2,8,5,9,88888,888888,888888,88888,99999,20,40,999,2013,76
20499,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,75
20505,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,72
20507,1,2,0,0,3,6,2,4,5,5,4,2,1,100,888888,888888,88888,0,12,20,2,2013,53
20508,1,2,0,0,1,10,3,14,4,5,1,1,1,262,888888,888888,88888,60,20,35,0,2013,32
20509,1,1,1,1,1,6,4,17,6,5,2,3,1,480,888888,888888,88888,100,20,52,12,2013,33
20510,1,1,1,1,1,5,2,5,2,5,3,1,1,400,888888,888888,88888,0,22,48,0,2013,55
20511,1,1,1,1,1,5,2,8,5,5,2,2,5,88888,888888,888888,1200,0,20,40,5,2013,52
20513,1,1,1,1,1,8,1,4,1,5,9,1,1,99999,888888,888888,88888,0,25,48,0,2013,44
20516,1,1,1,1,1,5,2,5,3,5,3,2,5,88888,888888,888888,1090,0,20,35,999,2013,54
20517,1,1,1,1,1,7,2,10,5,5,1,3,5,88888,888888,888888,275,125,24,55,7,2013,45
20518,2,1,1,1,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,71
20519,1,2,0,0,1,10,2,15,3,9,8,5,1,100,888888,888888,88888,0,16,13,0,2013,54
20520,1,2,0,0,3,4,3,14,4,5,5,5,4,88888,888888,800,88888,0,14,14,0,2013,65
20521,1,1,1,1,1,10,2,5,5,5,1,3,1,376,888888,888888,88888,198,20,65,23,2013,34
20522,2,1,1,1,1,4,9,16,3,6,8,1,4,88888,888888,850,88888,0,16,48,0,2013,69
20525,2,1,1,1,1,9,2,6,5,5,2,3,1,396,888888,888888,88888,130,22,49,0,2013,38
20526,1,2,0,0,6,88,8,88,8,8,8,8,8,88888,888888,888888,88888,88888,88,888,888,2013,60
20527,1,2,0,1,1,5,2,16,4,5,2,1,5,88888,888888,888888,458,160,22,60,999,2013,36
